Cluster Redshift,Velocity Dispersion (km/s),Diameter (Mpc),Dynamical Mass (Solar Masses),Luminous Mass (r-band) (Solar Masses),Mass-to-Light-ratio
0.08007210927777778,1317.2174470417904,0.5683707717576245,332447812620685.2,10213374615460.613,32.5502417308221
